Kategori_Cyberbullying,Text_Preprocessed,Text_Tweet
Serangan Psikologis & Sindiran,beda beda nasib beda rezeki iri dgn rezeki donk lambat suamimenikah cari lelaki yg bertanggungjawab sdh mapan mokondo cut off aja gak guna depan sprt banding nasib,"Beda orang, Beda nasib, Beda Rezeki, jangan iri dgn rezeki orang donk !
Makanya sebelum terlambat, sebelum punya suami/menikah, cari lelaki yg baik, bertanggungjawab & sdh mapan. Mokondo cut off aja, gak berguna, kedepannya akan sprt itu terus !
Jangan membanding nasib orang lain"
Serangan Psikologis & Sindiran,gak guna elu tau elu doyan bawa drama dalih lindung oshi namber wan sok banget mulut ngatain enak jidat,"Gak berguna baik lagi sama elu sejak tau elu doyan bawa drama dengan dalih pelindung oshi namber wan.

Sok banget mulutnya ngatain orang seenak jidat."
Serangan Psikologis & Sindiran,kau pikir serang orientasi seksual pakai narasi queerfobik bikin takut lakilaki cishet kayak kau anggur gak guna gak level,"Kau pikir dengan menyerang orientasi seksual, pakai narasi queerfobik, bisa bikin takut? Laki-laki cishet kayak kau pengangguran, gak berguna, gak selevel."
Serangan Psikologis & Sindiran,engga suka kasih bunga gak guna soalnyaa,"aku engga suka dikasih bunga, gak berguna soalnyaa "
Serangan Psikologis & Sindiran,tuh aparat desa negara gak guna bang lo rekam viralin biar rujak netizen ampuh,"Sekarang tuh aparat desa & negara gak berguna bang. Lo rekam, viralin, biar dia di rujak netizen. Itu cara paling ampuh "
Serangan Psikologis & Sindiran,kek lu engga celah gw aja inget banget gw kuliah ngerantau lu vokal ngecela gw bilang nyusahin ortu buang buang duit karma anak lu lu,"Kek lu engga pernah mencelah gw aja. Inget banget gw kuliah ngerantau lu paling vokal ngecela gw di bilang nyusahin ortu, buang buang duit. Ya mungkin ini karma ke anak lu karena dulu lu begitu"
Serangan Psikologis & Sindiran,bodoh gak hitung nyusahin plis dah cewe yg kek gin gausah lu naek motor mending pake ojol dah lu,"BODOH, GAK PUNYA PERHITUNGAN DAN NYUSAHIN ORANG. Plis dah cewe2 yg kek gini gausah lah lu naek motor, mending pake ojol dah lu pada."
Serangan Psikologis & Sindiran,allah ken kuliah sampe selesai kasih kerja proper dikelilingin gak nyusahin aamiin allah,"Ya allah pengen lanjut kuliah sampe selesai, dikasih kerjaan yang proper, dikelilingin orang"" baik, gak nyusahin orang""..
AAMIIN YA ALLAH"
Serangan Psikologis & Sindiran,ntar jatuh nyusahin,Ntar kalau jatuh nyusahin orang sekitar
Serangan Psikologis & Sindiran,mending warung bapak aja deh kasih uang harga normal ga tenang bgt nyusahin rejeki org,"mending balik ke warung bapaknya lagi aja deh, aku kasih lagi uang harga normalnya, ga tenang bgt nyusahin rejeki org"
Serangan Psikologis & Sindiran,nyusahin bgt sih bel yg,"nyusahin bgt sih bel, dikira L sendiri yg punya masalah?"
Serangan Psikologis & Sindiran,popular sih anak gamau nyusahin,"ini popular sih ya, tapi sebagai anak pertama kita paling gamau nyusahin orang lain"
Serangan Psikologis & Sindiran,susah kerja nyusahin,Orang susah kerjanya nyusahin orang lain
Serangan Psikologis & Sindiran,astaghfirullah knp nyusahin si,Astaghfirullah knp dia nyusahin orang banyak si
Serangan Psikologis & Sindiran,bank pinjol biar usaha drpada nntinya nyusahin sender keluarga tega jahat,"selama masih ada BANK dan PINJOL biarkan mereka berusaha sendiri drpada nntinya malah nyusahin sender dan keluarga. ini bukan tega atau jahat, tapi TEGAS!"
Serangan Psikologis & Sindiran,temennya yg cwe asik gerbong cwonya ga bgt bjir edan nyusahin bgt deym,"Temen2nya yg cwe asik2 di gerbong ini, tapi cwonya ga bgt bjir edan nyusahin bgt deym"
Serangan Psikologis & Sindiran,kocak anjir nikah nyusahin wkwkwk,kocak anjir  dia nikah buat nyusahin diri sendiri wkwkwk
Serangan Psikologis & Sindiran,bang pengaruh rokok loh iya gak nyusahin,"Tapi bang, pengaruh rokok itu bukan cuma buat sendiri loh. Apa iya gak nyusahin orang"
Serangan Psikologis & Sindiran,nyusahinnya tuu rill nyusahin banget asu,nyusahinnya tuu rill nyusahin banget asu
Serangan Psikologis & Sindiran,tolak aja sih ngerasa ga nyusahin disusahin ngerasa ga tolak aja,"Harusnya langsung tolak aja sih, jangan ngerasa ga enak. Dia yang nyusahin, kenapa yang disusahin yang ngerasa ga enak. Tolak aja lain kali"
Serangan Psikologis & Sindiran,dipikirpikir ngapain galau gue cewe ga nyusahin ga matre ga mandang fisik ekonomi gue mantap anjirrr,"setelah dipikir-pikir ngapain galau, gue jadi cewe ga nyusahin, ga matre, ga mandang fisik apalagi ekonomi. GUE MANTAP ANJIRRR!!"
Serangan Psikologis & Sindiran,moga hiduplu susah lu nyusahin karna lu ngerusak imej,semoga hiduplu susah terus sebagaimana lu nyusahin orang2 karna lu ngerusak imej  tersebut
Serangan Psikologis & Sindiran,ga nyusahin hama,ga nyusahin lagi tapi hama
Serangan Psikologis & Sindiran,udah jelek susah nyusahin lu sampah,Udah jelek susah nyusahin orang lain lu sampah
Serangan Psikologis & Sindiran,lu mending mati aja deh ajak temen bot lu bener ye sampah manusia lu,Lu mending mati aja deh ajak temen2 boti lu. Bener2 ye sampah manusia lu
Serangan Psikologis & Sindiran,gw sih mending mati ngelawan jajah,Gw sih mending mati ngelawan penjajah
Serangan Psikologis & Sindiran,anak gagal pasang gagal gagal gagal mending mati aja bro ga guna hidup,"@UzerNovandhikaa
 jadi anak gagal, jadi pasangan gagal, jadi diri sendiri gagal, bahkan gagal semua. mending MATI aja bro, ga berguna hidup juga "
Serangan Psikologis & Sindiran,usaha anjeng muka sok polos asu tua bangka mending mati aja,Perusahaan nya sendiri lagi anjeng2 muka nya sok polos lagi asu tua Bangka mending mati aja
Serangan Psikologis & Sindiran,gun to your head mending mati muda surga umur akpol,gun to your head mending mati muda tapi masuk surga apa panjang umur tapi masuk akpol
Serangan Psikologis & Sindiran,ngasih tugas sore deadlinenya malem pas libur mending mati aja ngentot,orang yang ngasih tugas sore terus deadlinenya malem pas liburan mending mati aja ngentot
Serangan Psikologis & Sindiran,better lu mending mati aja sih,Better lu mending mati aja sih.
Serangan Psikologis & Sindiran,lu ngedukung ojolterus nyalahin baju kakanya mending mati dah lu sono kesel banget gue,"Lu pada yang masih ngedukung itu ojol,terus nyalahin baju kakanya lah mending mati dah lu sono.
Kesel banget gue."
Serangan Psikologis & Sindiran,kalo emang ngeluarin rb bayar makan pas first date aja ga harap cowo bayarin mending mati aja sih miskin larang pacar emis,"Kalo emang ngeluarin 250rb buat bayar makanan sendiri pas first date aja ga bisa (dan masih berharap cowo buat bayarin) mending mati aja sih

Orang miskin dilarang buat pacaran, apalagi pengemis "
Serangan Psikologis & Sindiran,mending mati suri,mending mati suri
Serangan Psikologis & Sindiran,cowok dewasa mending mati ga rokok,"Tapi sebagian besar cowok dewasa, 70,5%, lebih mending mati daripada ga merokok"
Serangan Psikologis & Sindiran,kemaren gw lg nganggur diomelin suruh cari udh diomelin jarang rumah mending mati aja deh gw kaya ga ngerepotin gada yg peduli,"kemaren gw lg nganggur diomelin disuruh cari kerja, sekarang udh kerja diomelin karena jarang dirumah. mending mati aja deh gw kayanya, enak ga ngerepotin siapa"". gada yg peduli ini"
Serangan Psikologis & Sindiran,wtf idol kpop rumah gedong lelucon kalo lu gak tau kpop mending mati aja bro asbun,Wtf? Idol k-pop punya rumah gedongan? Lelucon macam apa ini  kalo lu gak tau apa apa soal kpop mending mati aja bro dari para asbun 
Serangan Psikologis & Sindiran,ga fandom ga toxic sayang waktu suga wamil keti carat mending mati aja lu anggap fandom waktu member bts wamil lu koar seola pakar wamil mana gen wamil,"Ga ada fandom yang ga toxic sayangku, waktu Suga belum wamil terus ada ketikan carat yang ""mending mati aja"" itu lu anggap fandom apa? Waktu member bts belum wamil terus lu pada koar seola² pakar wamil itu kalian dimana sekarang saat ada dari gen 3 yang belum wamil?"
Serangan Psikologis & Sindiran,wasik tolol mending mati aja lu brengsek,wasik tolol mending mati aja lu brengsek
Serangan Psikologis & Sindiran,kalo mati mah mending mati,kalo bisa mati mah aku mending mati
Serangan Psikologis & Sindiran,si jukik nnti hapus akun,Si jukik tiba2 nnti hapus akun
Serangan Psikologis & Sindiran,ken hapus akun,Pengen hapus akun ini....
Serangan Psikologis & Sindiran,jasa hapus akun fb kak hack mantan kontak no hp email pulih ambil milik akun asli akun fb foto milik,"jasa hapus akun fb kak, ini di hack mantan dan semua kontak no hp atau email untuk pemulihan diambil semua, tapi ini pemilik akun asli nya dan di akun fb itu banyak foto pemilik juga"
Serangan Psikologis & Sindiran,galau yap hapus akun twitter yg fanfic buat lost spark malu liat tulis sisi serpih bahagia ku gak tau diemin kangen moots nya,"Galau yap! mau hapus akun twitter yg khusus fanfic buatan aku  i lost spark dan malu liat tulisan lama, tapi disisi lain, itu serpihan yang pernah jadi bagian kebahagiaan ku  mau balik lagi gak tau kapan. Diemin, yang ada kangen terus, apalagi moots²nya mereka baik."
Serangan Psikologis & Sindiran,blok hapus akun,diblok atau hapus akun dia)
Serangan Psikologis & Sindiran,ka nanya hapus akun via aplikasi aja surat bukti lunas aman sistem app sebenernya hapus akun kalo wajib yg bayar gabisa tetep,"Ka mau nanya, hapus akun via aplikasi aja tanpa minta surat bukti lunas aman? Kemudian secara sistem app sebenernya hapus akun kalo masih ada kewajiban yg harus dibayar itu pasti gabisa atau tetep bisa?"
Serangan Psikologis & Sindiran,oke dilunasin mak gua hapus akun dr apk pinjol hapus akun verifikasi muka mak gua coba lab brrti sistem verifikasi muka lu jelek tolol pake muka aja kontol,oke dilunasin setelah itu mak gua mau hapus akun dr apk pinjol dan hapus akun pun ada verifikasi muka dan mak gua coba lab dan bisa.. brrti sistem verifikasi muka lu jelek tolol pake muka siapa aja bisa kontol
Serangan Psikologis & Sindiran,open jasa jasa hapus akun hack sadap balikin akun lupa sandi lacak lokasi by no hpimei email lacak lokasi hp hilang jasa hack waigtwitterfbtiktokemail pulih akun game hack back,"OPEN JASA
JASA HAPUS AKUN HACK ATAU SADAP
BALIKIN AKUN LUPA SANDI
LACAK LOKASI BY NO HP/IMEI ATAU EMAIL
LACAK LOKASI HP HILANG 
JASA HACK ( WA,IG,TWITTER,FB,TIKTOK,EMAIL )
PEMULIHAN AKUN GAME / HACK BACK 
 #zonauang #zonajajan??"
Serangan Psikologis & Sindiran,jasa hapus akun facebook waktu sd lupa data,jasa hapus akun facebook lama dong (waktu sd)  lupa data #zonauang #zonaba #zonajajan
Serangan Psikologis & Sindiran,gua hapus akun bumble kaya sih berbulanbulan gua main tu aplikasi,"waktunya gua hapus akun bumble, kaya buat apa sih berbulan-bulan ini gua main tu aplikasi"
Serangan Psikologis & Sindiran,suruh arnold hapus akun tik tok plis,Suruh arnold hapus akun tik tok nya plis
Serangan Psikologis & Sindiran,bro ketar tir sampe hapus akun kah akun blok,Bro dia ketar ketir sampe hapus akun kah? Apa akunnya di blok
Serangan Psikologis & Sindiran,kerna kemarin ga hapus akun gw rusak,Kerna kemarin ada yang buat ga terus di hapus akun gw jadi rusak
Serangan Psikologis & Sindiran,kak bantu hapus akun dep,halo kak saya bisa bantu hapus akun ya ^dep
Serangan Psikologis & Sindiran,gw hapus akun stelah meet,akan gw hapus akun itu stelah meet nanti
Serangan Psikologis & Sindiran,apresiasi kakak kakak tepuk eos rela ga hapus akun abis lakuin,"Aku apresiasi kakak kakak yang mau tepuk eos, mereka rela ga hapus akun nya abis lakuin itu "
Serangan Psikologis & Sindiran,bhkan liat trailer gue skip adegan harry abs gue lporin sori tpi gila bgt udh mental gue,"bhkan liat trailernya gue skip ke adegan harry abs itu gue lporin, sori tpi ini gila bgt, udh kena mental gue"
Serangan Psikologis & Sindiran,gak worth baik fokus hadap deket kek gin uras energi jujur ikut mental manusia layak cinta cinta,"bukan gak worth, tapi ada baiknya mereka fokus ke diri sendiri dulu. aku pernah hadapi dan deket sama orang kek gini, cukup menguras energi dan jujur rasanya jadi ikutan kena mental. semua manusia layak dicintai kok, asalkan dirinya bisa mencintai diri sendiri dulu."
Serangan Psikologis & Sindiran,mental,Kena mental
Serangan Psikologis & Sindiran,agz doang yg bikin gw patah hati mental dunia halu pedih banget sial,Agz doang yg bisa bikin gw patah hati dan kena mental di dunia halu. Pedih banget sialan.
Serangan Psikologis & Sindiran,iya nad allah mental nonton gajelas arah mana,IYA NAD YA ALLAH KENA MENTAL AKU NONTON YA GAJELAS ARAHNYA KEMANA 
Serangan Psikologis & Sindiran,kalo ketemu pejabut erti sih dibeliin makan ngelembur beliau bantu kalo pejabutnya nyebelin udah mau anti komunikasi staff beuh aja mental,"Kalo ketemu pejabut yang pengertian sih dibeliin makanan, bahkan ikut ngelembur, beliaunya ikut bantu. Tapi kalo pejabutnya nyebelin, udah maunya banyak, anti komunikasi sama staff, beuh siap siap aja kena mental."
Serangan Psikologis & Sindiran,introvert dp mental,introvert ke dp kena mental
Serangan Psikologis & Sindiran,mental gw ga baca danmei yg gong maki shou ketemu syq yz gblk ah,kena mental gw ga pernah baca danmei yg gong nya maki2 ke shou baru kali ini ketemu syq sama yz gblk ah
Serangan Psikologis & Sindiran,panutan lu udh mental wkwkw,"@Versntappen
 panutan lu udh kena mental wkwkw"
Serangan Psikologis & Sindiran,si arab pas dibecandain iq mem mental ngab smpe depressi cenah sikolognya,Itu si arab pas dibecandain iq lewat mem kena mental juga ngab smpe depressi cenah kata sikolognya
Serangan Psikologis & Sindiran,kayak mental smf introvert,Justru kayaknya dia kena mental di smf makanya jadi introvert 
Serangan Psikologis & Sindiran,halah fun reading gak funfun bikin mental baca mending bikin pekob aja,"Halah fun reading yang gak ada fun-fun nya, malah bikin kena mental yang baca  Mending bikin pekob aja"
Serangan Psikologis & Sindiran,bingung kak gue ikut mental senyumin aja,Karena bingung kak. Gue ikutan kena mental soalnya jadi senyumin aja
Serangan Psikologis & Sindiran,tolong obat gue mental banget gue,"Tolong obati gue, kena mental banget gue ini"
Serangan Psikologis & Sindiran,runtuh mental militer kaisar jepang perang panjang meminimalisir korban belah jepang gak kenal serah kalo ngga mental ngga henti perang,"1) ""benar"" karena langsung meruntuhkan mental militer dan kekaisaran jepang, perang tidak berkepanjangan dan meminimalisir korban kedua belah pihak

jepang yang gak kenal kata menyerah, kalo ngga dibuat kena mental ngga bakal berhenti perang"
Serangan Psikologis & Sindiran,anak satu bawa psikolog anak udah mental sampe ken mati biar jera aja,"bolehlah itu anak yang satunya dibawa ke psikolog, anak yang ini udah kena mental sampe pengen mati biar pada jera aja"
Serangan Psikologis & Sindiran,main beckham hujat main wcq main bagus ga yg hujat komen sananta inti persib kalo lu main bagus aman kalo main jelek hujat netizen timnas sesimple,"belum main? lah Beckham dihujat kan itu saat main di WCQ, ini dia main bagus ga ada yg hujat.
kali ini justru pada komen Sananta, intinya bukan soal Persib, kalo lu main bagus ya aman, kalo main jelek ya dihujat.

netizen timnas sesimple itu  "
Serangan Psikologis & Sindiran,hujat netizen udah ngeles maaf loe taik,"Dihujat netizen udah beberapa hari masih ngeles, akhirnya minta maaf juga loe 
@KPK_RI
 taik"
Serangan Psikologis & Sindiran,moon lovers mah kalo reuni gak ngarepin sbs sbs loh anak tiri moon lovers wkwkwk seinget gua best couple kalo gak hujat netizen sempet gak nominasi kalo reuni mending ius palette septembernovember,"Moon lovers mah kalo mau reunian gak bisa ngarepin sbs.
Sbs loh menganak tirikan Moon Lovers wkwkwk
Bahkan seinget gua best Couple pun kalo gak dihujat netizen sempet gak masuk nominasi.

Kalo mau reunian mending di IU's Palette bulan september/november nanti"
Serangan Psikologis & Sindiran,pagi casting news plus photoismmm malem hujat netizen gapapa sumpisss,"Pagi casting news plus photoismmm

Malem dihujat netizen gapapa sumpisss"
Serangan Psikologis & Sindiran,gw hujat netizen ngomong gitu gw boros buy the service angkot because no such thing as good service supir angkot,Gw pernah dihujat netizen karena ngomong gitu. Menurut gw agak pemborosan untuk buy the service dari angkot because no such thing as good service dari supir angkot.
Serangan Psikologis & Sindiran,yg bikin nang tu org kaya ken hujat netizen deh,siapa yg bikin nangis ?? tu org kaya pengen dihujat netizen deh
Serangan Psikologis & Sindiran,gak hujat netizen kah,Gak bakal dihujat netizen kah? 
Serangan Psikologis & Sindiran,nantangin bro gara video hujat netizen org npd kaya gin hujat nantangin,"Dia nantangin bro, gara2 video sebelumnya dihujat netizen.
Org NPD kaya gini makin dihujat makin nantangin."
Serangan Psikologis & Sindiran,si ojol yg hujat netizen si bot,"si ojol ya,, tapi yg dihujat netizen si boti nya"
Serangan Psikologis & Sindiran,joget otak taroh sampahketika hujat netizen ambil lagikurang guoblog gimana coba,"Saat joget"" Otaknya di taroh di tempat sampah,ketika dihujat netizen diambil lagi,kurang Guoblog gimana coba,#CenAsuTenan"
Serangan Psikologis & Sindiran,proyek apbn flexing hujat netizen proyek henti playing victim eskalasi cepat banget,"Dapat proyekan apbn, flexing, dihujat netizen, proyek dihentikan, playing victim.

Eskalasinya cepat banget."
Serangan Psikologis & Sindiran,please deh klo kasih alas yg rasional dikit jng ngawur gin babak bur hujat netizen,"Please deh 
@KPK_RI
 klo kasih alasan yg rasional dikit lah, jng ngawur gini malah makin babak belur dihujat netizen."
Serangan Psikologis & Sindiran,alina dadak hamil panik takut branding sosial media noda takut hujat netizen endorse kurang sisi milik anak,Tetapi suatu ketika Alina mendadak hamil dan keduanya pun menjadi panik. Mereka takut branding mereka di sosial media akan ternodai dan takut dihujat netizen serta endorse pun akan berkurang. Disisi lain mereka memang tidak siap untuk memiliki seorang anak.
